judul,isi,link,isi_token,isi_stem,isi_final
"Momen Kardinal Suharyo di Vatikan Jelang Konklaf, Sapa Warga-Diserbu Wartawan",uskup agung jakarta kardinal ignatius suharyo hardjoatmodjo menjadi kardinal perwakilan indonesia yang akan mengikuti konklaf pemilihan paus baru suharyo saat ini telah tiba di vatikan jelang dua hari konklaf digelar momen suharyo tiba di vatikan dibagikan oleh akun instagram humas keuskupan agung jakarta seperti dilihat senin kardinal suharyo terlihat mengenakan busana liturgi dengan warna utama merah kirmizi perjalanan kardinal suharyo ditemani oleh romo adi prasjojo pr dari biara karmel tempat beliau bermalam menuju vatikan berjumpa dengan umat beriman dari monza italia utara dan umat beriman lainnya yang mengajak berfoto bersama dan bersalaman tulis keuskupan agung jakarta suharyo juga menyempatkan untuk mengunjungi patung para imigran di piazza santo petrus patung tersebut menjadi penanda perhatian paus fransiskus kepada para imigran perjalanan suharyo lalu dilanjutkan ke aula paulus vi tempat pertempuan para kardinal kehadiran suharyo terlihat disambut hangat oleh warga sekitar beberapa warga tampak meminta bersalaman dan berbincang dengan suharyo salah satu warga bahkan meminta suharyo membubuhkan tanda tangannya di benda miliknya dalam video lain yang dibagikan humas keuskupan agung jakarta terlihat kardinal suharyo diserbu oleh awak media yang ada di vatikan dia nampak memberikan sesi wawancara jelang keikutsertaannya dalamkonklafpemilihan paus baru prosesi konklaf pemilihan paus baru akan digelar pekan ini total kardinal dari seluruh dunia yang memiliki hak suara telah tiba di roma italia seluruh kardinal katolik yang akan memberikan suara untuk memilih pengganti paus fransiskus kini berada di roma menjelang konklaf yang dimulai minggu ini bunyi keterangan vatikan dilansir dari kantor beritaafp ratusan kardinal itu akan dikumpulkan secara rahasia di kapel sistina pada rabu sore di lokasi itu kardinal ini akan memberikan suara hingga terpilihnya paus baru menggantikan paus fransiskus dilansir dari situsvatican news direktur kantor pers takhta suci matteo bruni mengatakan kardinal telah berpatisipasi dalam kongregasi umum kesepuluh hari ini jumlah kardinal dalam kegiatan itu juga telah termasuk dari kardinal elektoral yang akan memilih di konklaf ratusan kardinal nantinya akan menginap di casa santa marta dan santa marta lama para kardinal elektor akan dapat melakukan perjalanan dari casa santa marta ke kapel sistina sesuai keinginan mereka bahkan dengan berjalan kaki tetapi melalui rute yang aman konklaf akan dihelat pada rabu mendatang di kapel sistina selama konklaf berlangsung kapel sistina akan steril dari dunia luar,https://news.detik.com/berita/d-7901151/momen-kardinal-suharyo-di-vatikan-jelang-konklaf-sapa-warga-diserbu-wartawan,"['uskup', 'agung', 'jakarta', 'kardinal', 'ignatius', 'suharyo', 'hardjoatmodjo', 'menjadi', 'kardinal', 'perwakilan', 'indonesia', 'mengikuti', 'konklaf', 'pemilihan', 'paus', 'baru', 'suharyo', 'tiba', 'vatikan', 'jelang', 'hari', 'konklaf', 'digelar', 'momen', 'suharyo', 'tiba', 'vatikan', 'dibagikan', 'akun', 'instagram', 'humas', 'keuskupan', 'agung', 'jakarta', 'dilihat', 'senin', 'kardinal', 'suharyo', 'terlihat', 'mengenakan', 'busana', 'liturgi', 'warna', 'utama', 'merah', 'kirmizi', 'perjalanan', 'kardinal', 'suharyo', 'ditemani', 'romo', 'adi', 'prasjojo', 'pr', 'biara', 'karmel', 'tempat', 'beliau', 'bermalam', 'menuju', 'vatikan', 'berjumpa', 'umat', 'beriman', 'monza', 'italia', 'utara', 'umat', 'beriman', 'lainnya', 'mengajak', 'berfoto', 'bersama', 'bersalaman', 'tulis', 'keuskupan', 'agung', 'jakarta', 'suharyo', 'menyempatkan', 'mengunjungi', 'patung', 'imigran', 'piazza', 'santo', 'petrus', 'patung', 'tersebut', 'menjadi', 'penanda', 'perhatian', 'paus', 'fransiskus', 'imigran', 'perjalanan', 'suharyo', 'lalu', 'dilanjutkan', 'aula', 'paulus', 'vi', 'tempat', 'pertempuan', 'kardinal', 'kehadiran', 'suharyo', 'terlihat', 'disambut', 'hangat', 'warga', 'beberapa', 'warga', 'tampak', 'meminta', 'bersalaman', 'berbincang', 'suharyo', 'salah', 'satu', 'warga', 'bahkan', 'meminta', 'suharyo', 'membubuhkan', 'tanda', 'tangannya', 'benda', 'miliknya', 'video', 'dibagikan', 'humas', 'keuskupan', 'agung', 'jakarta', 'terlihat', 'kardinal', 'suharyo', 'diserbu', 'awak', 'media', 'vatikan', 'nampak', 'memberikan', 'sesi', 'wawancara', 'jelang', 'keikutsertaannya', 'dalamkonklafpemilihan', 'paus', 'baru', 'prosesi', 'konklaf', 'pemilihan', 'paus', 'baru', 'digelar', 'pekan', 'total', 'kardinal', 'seluruh', 'dunia', 'memiliki', 'hak', 'suara', 'tiba', 'roma', 'italia', 'seluruh', 'kardinal', 'katolik', 'memberikan', 'suara', 'memilih', 'pengganti', 'paus', 'fransiskus', 'kini', 'berada', 'roma', 'menjelang', 'konklaf', 'dimulai', 'minggu', 'bunyi', 'keterangan', 'vatikan', 'dilansir', 'kantor', 'beritaafp', 'ratusan', 'kardinal', 'dikumpulkan', 'rahasia', 'kapel', 'sistina', 'rabu', 'sore', 'lokasi', 'kardinal', 'memberikan', 'suara', 'hingga', 'terpilihnya', 'paus', 'baru', 'menggantikan', 'paus', 'fransiskus', 'dilansir', 'situsvatican', 'news', 'direktur', 'kantor', 'pers', 'takhta', 'suci', 'matteo', 'bruni', 'mengatakan', 'kardinal', 'berpatisipasi', 'kongregasi', 'umum', 'kesepuluh', 'hari', 'jumlah', 'kardinal', 'kegiatan', 'termasuk', 'kardinal', 'elektoral', 'memilih', 'konklaf', 'ratusan', 'kardinal', 'nantinya', 'menginap', 'casa', 'santa', 'marta', 'santa', 'marta', 'lama', 'kardinal', 'elektor', 'melakukan', 'perjalanan', 'casa', 'santa', 'marta', 'kapel', 'sistina', 'sesuai', 'keinginan', 'bahkan', 'berjalan', 'kaki', 'melalui', 'rute', 'aman', 'konklaf', 'dihelat', 'rabu', 'mendatang', 'kapel', 'sistina', 'selama', 'konklaf', 'berlangsung', 'kapel', 'sistina', 'steril', 'dunia', 'luar']","['uskup', 'agung', 'jakarta', 'kardinal', 'ignatius', 'suharyo', 'hardjoatmodjo', 'jadi', 'kardinal', 'wakil', 'indonesia', 'ikut', 'konklaf', 'pilih', 'paus', 'baru', 'suharyo', 'tiba', 'vatikan', 'jelang', 'hari', 'konklaf', 'gelar', 'momen', 'suharyo', 'tiba', 'vatikan', 'bagi', 'akun', 'instagram', 'humas', 'uskup', 'agung', 'jakarta', 'lihat', 'senin', 'kardinal', 'suharyo', 'lihat', 'kena', 'busana', 'liturgi', 'warna', 'utama', 'merah', 'kirmizi', 'jalan', 'kardinal', 'suharyo', 'tani', 'romo', 'adi', 'prasjojo', 'pr', 'biara', 'karmel', 'tempat', 'beliau', 'malam', 'tuju', 'vatikan', 'jumpa', 'umat', 'iman', 'monza', 'italia', 'utara', 'umat', 'iman', 'lain', 'ajak', 'foto', 'sama', 'salam', 'tulis', 'uskup', 'agung', 'jakarta', 'suharyo', 'sempat', 'unjung', 'patung', 'imigran', 'piazza', 'santo', 'petrus', 'patung', 'sebut', 'jadi', 'tanda', 'perhati', 'paus', 'fransiskus', 'imigran', 'jalan', 'suharyo', 'lalu', 'lanjut', 'aula', 'paulus', 'vi', 'tempat', 'pertempuan', 'kardinal', 'hadir', 'suharyo', 'lihat', 'sambut', 'hangat', 'warga', 'beberapa', 'warga', 'tampak', 'minta', 'salam', 'bincang', 'suharyo', 'salah', 'satu', 'warga', 'bahkan', 'minta', 'suharyo', 'bubuh', 'tanda', 'tangan', 'benda', 'milik', 'video', 'bagi', 'humas', 'uskup', 'agung', 'jakarta', 'lihat', 'kardinal', 'suharyo', 'serbu', 'awak', 'media', 'vatikan', 'nampak', 'beri', 'sesi', 'wawancara', 'jelang', 'keikutsertaannya', 'dalamkonklafpemilihan', 'paus', 'baru', 'prosesi', 'konklaf', 'pilih', 'paus', 'baru', 'gelar', 'pekan', 'total', 'kardinal', 'seluruh', 'dunia', 'milik', 'hak', 'suara', 'tiba', 'roma', 'italia', 'seluruh', 'kardinal', 'katolik', 'beri', 'suara', 'pilih', 'ganti', 'paus', 'fransiskus', 'kini', 'ada', 'roma', 'jelang', 'konklaf', 'mulai', 'minggu', 'bunyi', 'terang', 'vatikan', 'lansir', 'kantor', 'beritaafp', 'ratus', 'kardinal', 'kumpul', 'rahasia', 'kapel', 'sistina', 'rabu', 'sore', 'lokasi', 'kardinal', 'beri', 'suara', 'hingga', 'pilih', 'paus', 'baru', 'ganti', 'paus', 'fransiskus', 'lansir', 'situsvatican', 'news', 'direktur', 'kantor', 'pers', 'takhta', 'suci', 'matteo', 'bruni', 'kata', 'kardinal', 'berpatisipasi', 'kongregasi', 'umum', 'puluh', 'hari', 'jumlah', 'kardinal', 'giat', 'masuk', 'kardinal', 'elektoral', 'pilih', 'konklaf', 'ratus', 'kardinal', 'nanti', 'inap', 'casa', 'santa', 'marta', 'santa', 'marta', 'lama', 'kardinal', 'elektor', 'laku', 'jalan', 'casa', 'santa', 'marta', 'kapel', 'sistina', 'sesuai', 'ingin', 'bahkan', 'jalan', 'kaki', 'lalu', 'rute', 'aman', 'konklaf', 'helat', 'rabu', 'datang', 'kapel', 'sistina', 'lama', 'konklaf', 'langsung', 'kapel', 'sistina', 'steril', 'dunia', 'luar']",uskup agung jakarta kardinal ignatius suharyo hardjoatmodjo jadi kardinal wakil indonesia ikut konklaf pilih paus baru suharyo tiba vatikan jelang hari konklaf gelar momen suharyo tiba vatikan bagi akun instagram humas uskup agung jakarta lihat senin kardinal suharyo lihat kena busana liturgi warna utama merah kirmizi jalan kardinal suharyo tani romo adi prasjojo pr biara karmel tempat beliau malam tuju vatikan jumpa umat iman monza italia utara umat iman lain ajak foto sama salam tulis uskup agung jakarta suharyo sempat unjung patung imigran piazza santo petrus patung sebut jadi tanda perhati paus fransiskus imigran jalan suharyo lalu lanjut aula paulus vi tempat pertempuan kardinal hadir suharyo lihat sambut hangat warga beberapa warga tampak minta salam bincang suharyo salah satu warga bahkan minta suharyo bubuh tanda tangan benda milik video bagi humas uskup agung jakarta lihat kardinal suharyo serbu awak media vatikan nampak beri sesi wawancara jelang keikutsertaannya dalamkonklafpemilihan paus baru prosesi konklaf pilih paus baru gelar pekan total kardinal seluruh dunia milik hak suara tiba roma italia seluruh kardinal katolik beri suara pilih ganti paus fransiskus kini ada roma jelang konklaf mulai minggu bunyi terang vatikan lansir kantor beritaafp ratus kardinal kumpul rahasia kapel sistina rabu sore lokasi kardinal beri suara hingga pilih paus baru ganti paus fransiskus lansir situsvatican news direktur kantor pers takhta suci matteo bruni kata kardinal berpatisipasi kongregasi umum puluh hari jumlah kardinal giat masuk kardinal elektoral pilih konklaf ratus kardinal nanti inap casa santa marta santa marta lama kardinal elektor laku jalan casa santa marta kapel sistina sesuai ingin bahkan jalan kaki lalu rute aman konklaf helat rabu datang kapel sistina lama konklaf langsung kapel sistina steril dunia luar
Menteri Wihaji Ungkap Alasan Gandeng PTPN III untuk Cegah Stunting,kementerian kependudukan dan keluarga berencana nasional kemendukbangga ataubkkbn menandatangani kerja sama dengan pt perkebunan nusantara iii dalam program gerakan orang tua asuh cegah stunting genting menteri wihajimenjelaskan pentingnya program tersebut hal itu diutarakan wihaji usai menekan mou dengan pt perkebunan nusantara iii dalam acara detiksore on location di anjungan sarinah jakarta pusat senin awalnya wihaji menjelaskan pemerintah memiliki apbn untuk melaksanakan berbagai program namun kata wihaji tidak semua program bisa tercukupi dengan apbn wihaji mencontoh sulawesi tenggara yang merupakan wilayah penghasil tambang nikel masih terdapat warganya mengalami stunting tolong dong bantu kira kira maka kita kolaborasi dengan yang lain termasuk hari ini terima kasih pak cipto salah satu direksi di ptpn beliau punya perkebunan di mana mana dan alhamdulillah beliau termasuk yang menjadi orang tua asuh cegah stunting yang ikut membantu kata wihaji wihaji mengatakan pencegahan stunting sangat penting menurutnya seribu hari pertama kehidupan diawali dengan ibu hamil yang dirawat dan diberi asupan gizi air bersih dan sanitasi yang baik sampai nanti menyusui tahun itu lolos insyaallah ke depan baik baik tapi kalau tahun stunting tidak bisa disembuhkan cuma stunting itu bisa disembuhkan ucapnya oleh sebab itu wihaji menyebut pentingnya mencegah dari pada mengobati tujuan dari kolaborasi kerja sama dengan ptpn iii karena memiliki tanah yang banyak untuk mengelola hasil perkebunan karena itu kita lebih baik mencegah dari pada kita mengobati tujuan kita kenapa menggandeng para korporat termasuk ptpn karena ini bagian dari korporasi yang punya tanah banyak tanahnya beliau di mana mana dan salah satu yang melihara kebun montir rakyat di situ juga ada orang mohon maaf anak anak yang perlu diasuh dan alhamdulillah luar biasa ptpn saya terima kasih termasuk bang tio salah satu direksi jelasnya dalam kesempatan yang sama direktur sdm dan umum ptpn iii sucipto prayitno mengatakan ptpn iii berada di seluruh indonesia dan memiliki karyawan ptpn tadi sampaikan pak menteri bahwa berada di seluruh indonesia dari aceh sampai papua dengan variasi yang berbeda beda dari satu tempat ke tempat yang lain dan ptpn punya karyawannya ribu orang kalau itu pasti ribu keluarga dan anak anaknya lahir dan besar di kebun ujar sucipto secara keseluruhan ptpn sudah memantau persentase stunting di kebun yang relatif tidak lebih besar dari nasional karena mudah dikontrol meski begitu sucipto di beberapa tempat ketidakpahaman para orang tua untuk memberikan gizi yang baik menjadi kekurangannya jadi teman teman sekalian pak menteri bu rani bahwa di ptpn ini walaupun relatif terjaga ada yang tadi disampaikan pak menteri kekurangannya di beberapa tempat ketidakpahaman para orang tua untuk memberikan gizi yang baik bukan tidak bisa menyediakan tetapi tidak bisa memilihkan dan menyajikan jelasnya sucipto mencontohkan orang tua yang tengah bermain game tidak mengontrol makanan yang dimakanan oleh anaknya menurutnya makanan anak yang tidak terkontrol bisa membuat asupan gizinya kurang yang kedua di sekitar kebun itu masih ada juga terkait sanitasi jadi sanitasi ini juga salah satu penyebab stunting jadi saya kira kondisinya seperti itu kita punya program program baik di internalnya karyawan dan putra putrinya juga di sekitaran kebun imbuhnya detiksore on location dipersembahkan oleh detikcom berkolaborasi dengan kementerian kependudukan dan pembangunan keluarga bkkbn dan juga monday replay serta didukung oleh pt perkebunan nusantara iii persero dan pt perkebunan nusantara iv palmco,https://news.detik.com/berita/d-7901121/menteri-wihaji-ungkap-alasan-gandeng-ptpn-iii-untuk-cegah-stunting,"['kementerian', 'kependudukan', 'keluarga', 'berencana', 'nasional', 'kemendukbangga', 'ataubkkbn', 'menandatangani', 'kerja', 'sama', 'pt', 'perkebunan', 'nusantara', 'iii', 'program', 'gerakan', 'orang', 'tua', 'asuh', 'cegah', 'stunting', 'genting', 'menteri', 'wihajimenjelaskan', 'pentingnya', 'program', 'tersebut', 'diutarakan', 'wihaji', 'usai', 'menekan', 'mou', 'pt', 'perkebunan', 'nusantara', 'iii', 'acara', 'detiksore', 'on', 'location', 'anjungan', 'sarinah', 'jakarta', 'pusat', 'senin', 'awalnya', 'wihaji', 'menjelaskan', 'pemerintah', 'memiliki', 'apbn', 'melaksanakan', 'berbagai', 'program', 'kata', 'wihaji', 'semua', 'program', 'tercukupi', 'apbn', 'wihaji', 'mencontoh', 'sulawesi', 'tenggara', 'merupakan', 'wilayah', 'penghasil', 'tambang', 'nikel', 'terdapat', 'warganya', 'mengalami', 'stunting', 'dong', 'bantu', 'kira', 'kira', 'kolaborasi', 'termasuk', 'hari', 'terima', 'kasih', 'pak', 'cipto', 'salah', 'satu', 'direksi', 'ptpn', 'beliau', 'punya', 'perkebunan', 'mana', 'mana', 'alhamdulillah', 'beliau', 'termasuk', 'menjadi', 'orang', 'tua', 'asuh', 'cegah', 'stunting', 'ikut', 'membantu', 'kata', 'wihaji', 'wihaji', 'mengatakan', 'pencegahan', 'stunting', 'sangat', 'penting', 'menurutnya', 'seribu', 'hari', 'pertama', 'kehidupan', 'diawali', 'ibu', 'hamil', 'dirawat', 'diberi', 'asupan', 'gizi', 'air', 'bersih', 'sanitasi', 'baik', 'menyusui', 'tahun', 'lolos', 'insyaallah', 'depan', 'baik', 'baik', 'kalau', 'tahun', 'stunting', 'disembuhkan', 'cuma', 'stunting', 'disembuhkan', 'ucapnya', 'wihaji', 'menyebut', 'pentingnya', 'mencegah', 'mengobati', 'tujuan', 'kolaborasi', 'kerja', 'sama', 'ptpn', 'iii', 'memiliki', 'tanah', 'banyak', 'mengelola', 'hasil', 'perkebunan', 'lebih', 'baik', 'mencegah', 'mengobati', 'tujuan', 'menggandeng', 'korporat', 'termasuk', 'ptpn', 'bagian', 'korporasi', 'punya', 'tanah', 'banyak', 'tanahnya', 'beliau', 'mana', 'mana', 'salah', 'satu', 'melihara', 'kebun', 'montir', 'rakyat', 'situ', 'orang', 'mohon', 'maaf', 'anak', 'anak', 'perlu', 'diasuh', 'alhamdulillah', 'luar', 'biasa', 'ptpn', 'terima', 'kasih', 'termasuk', 'bang', 'tio', 'salah', 'satu', 'direksi', 'jelasnya', 'kesempatan', 'sama', 'direktur', 'sdm', 'umum', 'ptpn', 'iii', 'sucipto', 'prayitno', 'mengatakan', 'ptpn', 'iii', 'berada', 'seluruh', 'indonesia', 'memiliki', 'karyawan', 'ptpn', 'tadi', 'sampaikan', 'pak', 'menteri', 'berada', 'seluruh', 'indonesia', 'aceh', 'papua', 'variasi', 'berbeda', 'beda', 'satu', 'tempat', 'tempat', 'ptpn', 'punya', 'karyawannya', 'ribu', 'orang', 'kalau', 'ribu', 'keluarga', 'anak', 'anaknya', 'lahir', 'besar', 'kebun', 'ujar', 'sucipto', 'keseluruhan', 'ptpn', 'memantau', 'persentase', 'stunting', 'kebun', 'relatif', 'lebih', 'besar', 'nasional', 'mudah', 'dikontrol', 'meski', 'sucipto', 'beberapa', 'tempat', 'ketidakpahaman', 'orang', 'tua', 'memberikan', 'gizi', 'baik', 'menjadi', 'kekurangannya', 'jadi', 'teman', 'teman', 'sekalian', 'pak', 'menteri', 'bu', 'rani', 'ptpn', 'walaupun', 'relatif', 'terjaga', 'tadi', 'disampaikan', 'pak', 'menteri', 'kekurangannya', 'beberapa', 'tempat', 'ketidakpahaman', 'orang', 'tua', 'memberikan', 'gizi', 'baik', 'bukan', 'menyediakan', 'memilihkan', 'menyajikan', 'jelasnya', 'sucipto', 'mencontohkan', 'orang', 'tua', 'tengah', 'bermain', 'game', 'mengontrol', 'makanan', 'dimakanan', 'anaknya', 'menurutnya', 'makanan', 'anak', 'terkontrol', 'membuat', 'asupan', 'gizinya', 'kurang', 'kedua', 'kebun', 'terkait', 'sanitasi', 'jadi', 'sanitasi', 'salah', 'satu', 'penyebab', 'stunting', 'jadi', 'kira', 'kondisinya', 'punya', 'program', 'program', 'baik', 'internalnya', 'karyawan', 'putra', 'putrinya', 'sekitaran', 'kebun', 'imbuhnya', 'detiksore', 'on', 'location', 'dipersembahkan', 'detikcom', 'berkolaborasi', 'kementerian', 'kependudukan', 'pembangunan', 'keluarga', 'bkkbn', 'monday', 'replay', 'didukung', 'pt', 'perkebunan', 'nusantara', 'iii', 'persero', 'pt', 'perkebunan', 'nusantara', 'iv', 'palmco']","['menteri', 'duduk', 'keluarga', 'rencana', 'nasional', 'kemendukbangga', 'ataubkkbn', 'menandatangani', 'kerja', 'sama', 'pt', 'kebun', 'nusantara', 'iii', 'program', 'gera', 'orang', 'tua', 'asuh', 'cegah', 'stunting', 'genting', 'menteri', 'wihajimenjelaskan', 'penting', 'program', 'sebut', 'utara', 'wihaji', 'usai', 'tekan', 'mou', 'pt', 'kebun', 'nusantara', 'iii', 'acara', 'detiksore', 'on', 'location', 'anjung', 'sarinah', 'jakarta', 'pusat', 'senin', 'awal', 'wihaji', 'jelas', 'perintah', 'milik', 'apbn', 'laksana', 'bagai', 'program', 'kata', 'wihaji', 'semua', 'program', 'cukup', 'apbn', 'wihaji', 'contoh', 'sulawesi', 'tenggara', 'rupa', 'wilayah', 'hasil', 'tambang', 'nikel', 'dapat', 'warga', 'alami', 'stunting', 'dong', 'bantu', 'kira', 'kira', 'kolaborasi', 'masuk', 'hari', 'terima', 'kasih', 'pak', 'cipto', 'salah', 'satu', 'direksi', 'ptpn', 'beliau', 'punya', 'kebun', 'mana', 'mana', 'alhamdulillah', 'beliau', 'masuk', 'jadi', 'orang', 'tua', 'asuh', 'cegah', 'stunting', 'ikut', 'bantu', 'kata', 'wihaji', 'wihaji', 'kata', 'cegah', 'stunting', 'sangat', 'penting', 'turut', 'ribu', 'hari', 'pertama', 'hidup', 'awal', 'ibu', 'hamil', 'rawat', 'beri', 'asupan', 'gizi', 'air', 'bersih', 'sanitasi', 'baik', 'susu', 'tahun', 'lolos', 'insyaallah', 'depan', 'baik', 'baik', 'kalau', 'tahun', 'stunting', 'sembuh', 'cuma', 'stunting', 'sembuh', 'ucap', 'wihaji', 'sebut', 'penting', 'cegah', 'obat', 'tuju', 'kolaborasi', 'kerja', 'sama', 'ptpn', 'iii', 'milik', 'tanah', 'banyak', 'kelola', 'hasil', 'kebun', 'lebih', 'baik', 'cegah', 'obat', 'tuju', 'gandeng', 'korporat', 'masuk', 'ptpn', 'bagi', 'korporasi', 'punya', 'tanah', 'banyak', 'tanah', 'beliau', 'mana', 'mana', 'salah', 'satu', 'melihara', 'kebun', 'montir', 'rakyat', 'situ', 'orang', 'mohon', 'maaf', 'anak', 'anak', 'perlu', 'asuh', 'alhamdulillah', 'luar', 'biasa', 'ptpn', 'terima', 'kasih', 'masuk', 'bang', 'tio', 'salah', 'satu', 'direksi', 'jelas', 'sempat', 'sama', 'direktur', 'sdm', 'umum', 'ptpn', 'iii', 'sucipto', 'prayitno', 'kata', 'ptpn', 'iii', 'ada', 'seluruh', 'indonesia', 'milik', 'karyawan', 'ptpn', 'tadi', 'sampai', 'pak', 'menteri', 'ada', 'seluruh', 'indonesia', 'aceh', 'papua', 'variasi', 'beda', 'beda', 'satu', 'tempat', 'tempat', 'ptpn', 'punya', 'karyawannya', 'ribu', 'orang', 'kalau', 'ribu', 'keluarga', 'anak', 'anak', 'lahir', 'besar', 'kebun', 'ujar', 'sucipto', 'seluruh', 'ptpn', 'pantau', 'persentase', 'stunting', 'kebun', 'relatif', 'lebih', 'besar', 'nasional', 'mudah', 'kontrol', 'meski', 'sucipto', 'beberapa', 'tempat', 'ketidakpahaman', 'orang', 'tua', 'beri', 'gizi', 'baik', 'jadi', 'kurang', 'jadi', 'teman', 'teman', 'sekali', 'pak', 'menteri', 'bu', 'rani', 'ptpn', 'walaupun', 'relatif', 'jaga', 'tadi', 'sampai', 'pak', 'menteri', 'kurang', 'beberapa', 'tempat', 'ketidakpahaman', 'orang', 'tua', 'beri', 'gizi', 'baik', 'bukan', 'sedia', 'pilih', 'saji', 'jelas', 'sucipto', 'contoh', 'orang', 'tua', 'tengah', 'main', 'game', 'kontrol', 'makan', 'makan', 'anak', 'turut', 'makan', 'anak', 'kontrol', 'buat', 'asupan', 'gizi', 'kurang', 'dua', 'kebun', 'kait', 'sanitasi', 'jadi', 'sanitasi', 'salah', 'satu', 'sebab', 'stunting', 'jadi', 'kira', 'kondisi', 'punya', 'program', 'program', 'baik', 'internal', 'karyawan', 'putra', 'putri', 'sekitar', 'kebun', 'imbuh', 'detiksore', 'on', 'location', 'sembah', 'detikcom', 'kolaborasi', 'menteri', 'duduk', 'bangun', 'keluarga', 'bkkbn', 'monday', 'replay', 'dukung', 'pt', 'kebun', 'nusantara', 'iii', 'persero', 'pt', 'kebun', 'nusantara', 'iv', 'palmco']",menteri duduk keluarga rencana nasional kemendukbangga ataubkkbn menandatangani kerja sama pt kebun nusantara iii program gera orang tua asuh cegah stunting genting menteri wihajimenjelaskan penting program sebut utara wihaji usai tekan mou pt kebun nusantara iii acara detiksore on location anjung sarinah jakarta pusat senin awal wihaji jelas perintah milik apbn laksana bagai program kata wihaji semua program cukup apbn wihaji contoh sulawesi tenggara rupa wilayah hasil tambang nikel dapat warga alami stunting dong bantu kira kira kolaborasi masuk hari terima kasih pak cipto salah satu direksi ptpn beliau punya kebun mana mana alhamdulillah beliau masuk jadi orang tua asuh cegah stunting ikut bantu kata wihaji wihaji kata cegah stunting sangat penting turut ribu hari pertama hidup awal ibu hamil rawat beri asupan gizi air bersih sanitasi baik susu tahun lolos insyaallah depan baik baik kalau tahun stunting sembuh cuma stunting sembuh ucap wihaji sebut penting cegah obat tuju kolaborasi kerja sama ptpn iii milik tanah banyak kelola hasil kebun lebih baik cegah obat tuju gandeng korporat masuk ptpn bagi korporasi punya tanah banyak tanah beliau mana mana salah satu melihara kebun montir rakyat situ orang mohon maaf anak anak perlu asuh alhamdulillah luar biasa ptpn terima kasih masuk bang tio salah satu direksi jelas sempat sama direktur sdm umum ptpn iii sucipto prayitno kata ptpn iii ada seluruh indonesia milik karyawan ptpn tadi sampai pak menteri ada seluruh indonesia aceh papua variasi beda beda satu tempat tempat ptpn punya karyawannya ribu orang kalau ribu keluarga anak anak lahir besar kebun ujar sucipto seluruh ptpn pantau persentase stunting kebun relatif lebih besar nasional mudah kontrol meski sucipto beberapa tempat ketidakpahaman orang tua beri gizi baik jadi kurang jadi teman teman sekali pak menteri bu rani ptpn walaupun relatif jaga tadi sampai pak menteri kurang beberapa tempat ketidakpahaman orang tua beri gizi baik bukan sedia pilih saji jelas sucipto contoh orang tua tengah main game kontrol makan makan anak turut makan anak kontrol buat asupan gizi kurang dua kebun kait sanitasi jadi sanitasi salah satu sebab stunting jadi kira kondisi punya program program baik internal karyawan putra putri sekitar kebun imbuh detiksore on location sembah detikcom kolaborasi menteri duduk bangun keluarga bkkbn monday replay dukung pt kebun nusantara iii persero pt kebun nusantara iv palmco
